0,1,2,3,4,5,6,7,8
https://twitter.com/DwiAntho2/status/1242237646291628032,2020-03-23 23:51:49+00:00,"Wahai DPR yang terhormat,, tidak ada salahnya anda semua ditest Corona,,itu hak sebagai warga negara Indonesia,,tapi mengedepankan rakyat seperti nya lebih utama,,, mengalah bagi anda semua merupakan jiwa negarawan sesungguhnya ( sebagai wakil rakyat yang dipilih oleh rakyat),,",1242237646291628032,DwiAntho2,[],,[],
https://twitter.com/lieverdz/status/1242237625101996032,2020-03-23 23:51:44+00:00,nikmatin proses yang mau gamau harus dijalanin.  semoga ini yang terbaik buat kita semua. tujuannya biar rantai virus corona ga semakin banyak #unbk #postink,1242237625101996032,lieverdz,[],,[],
https://twitter.com/Yassien271/status/1242237621411008518,2020-03-23 23:51:43+00:00,"Terlepas dari embel embel apapun, Barangkali tuhan mengirimkan covid-19 sebagai bentuk penyeterilan bumi dari tingkah laku manusia yang sembrono merusaknya.",1242237621411008518,Yassien271,[],,[],
https://twitter.com/awang_uwung/status/1242237618416316416,2020-03-23 23:51:42+00:00,"Kalau tidak ada halangan, dalam waktu dekat DPR akan wakili rakyat test Covid-19. Namanya juga rakyat, diwakili aja cukup kali ya.",1242237618416316416,awang_uwung,[],,[],
https://twitter.com/Bin_Kaseem/status/1242237585910566912,2020-03-23 23:51:34+00:00,"This Corona virus don turn to something else..

Allah tsaremu daga ko wane irin ciwo...",1242237585910566912,Bin_Kaseem,[],,[],
https://twitter.com/pascalciptaning/status/1242237577085595648,2020-03-23 23:51:32+00:00,"Kadang suka kesel ngelihat postingan di sosmed, ada orang yg menggunakan minuman beralkohol sebagai desinfektan atau antiseptik untuk membunuh virus corona. Padahal kadar alkoholnya termasuk rendah, dibawah 70%. Gak ngefek bro. Yang ada malah kelihatan bodoh dan capernya -_-",1242237577085595648,pascalciptaning,[],,[],
https://twitter.com/frenchfrieshy/status/1242237574770352130,2020-03-23 23:51:32+00:00,"Semalem ga bisa tidur gara gara kebayang sama corona, ngerasa takut dan jadi ga tenang. Pemberitaan corona yang hampir setiap hari di sosial media bikin overthinking tiap hari.",1242237574770352130,frenchfrieshy,[],,[],
https://twitter.com/SahyuniUtamiHam/status/1242237572056670208,2020-03-23 23:51:31+00:00,"""Saya tidak takut corona""

Maaf, bisa saya koreksi? Bukan tidak takut tapi tidak tahu.
Analogi dengan pernyataan tak kenal maka tak sayang. 

""Sayang sama tahu mana sama?"" 

Huuuffhhh, saranku pelajari bahasa Indonesia dlu.
Mau protes lagi apa hubungan keduanya? Taudeh malas.",1242237572056670208,SahyuniUtamiHam,[],,[],
https://twitter.com/Harith82989981/status/1242237566335639553,2020-03-23 23:51:30+00:00,"Lepas habisnye musim corona ni aq
Rase kite kene ready untuk lawan zombie 
Pulak 2021 nanti",1242237566335639553,Harith82989981,[],,[],
https://twitter.com/Brigitaprisca/status/1242237543933816832,2020-03-23 23:51:24+00:00,COVID cukup membuat mental banyak orang jadi down juga ternyata. Termasuk saya :(,1242237543933816832,Brigitaprisca,[],,[],
https://twitter.com/iyedakh/status/1242237502846455808,2020-03-23 23:51:14+00:00,Emak bapak gua tuh kapan sadarnya sih anjrit kalo corona ini bahaya,1242237502846455808,iyedakh,[],,[],
https://twitter.com/Erlitafbri/status/1242237498358628353,2020-03-23 23:51:13+00:00,Gara-gara corona semua tutup kecuali pintu taubat......,1242237498358628353,Erlitafbri,[],,[],
https://twitter.com/PrayugoSurip/status/1242237493396664322,2020-03-23 23:51:12+00:00,"Kondisi pasien Covid-19 biasanya mengalami percepatan perburukan disebabkan co morbid di antaranya:
- usia di bawah 10
- usia di atas 70
- diabetes kurang terkontrol
- asma kurang terkontrol
- perokok

Stay safe ya, teman-teman. Semoga kita senantiasa sehat",1242237493396664322,PrayugoSurip,[],,[],
https://twitter.com/OppositeXWP/status/1242237473159176193,2020-03-23 23:51:07+00:00,"buzzeRp terus berusaha ""melindungi"" :
1. Jokowi
2. China

Dan serang terus :
1. Anies
2. Pengkritik jokowi

Pake narasi :
1. Pro kilapah anti NKRI
2. Kadrun

Dasar buzzeRP bau apek (anjing peking)
Sbnrnya mereka gak peduli musibah corona ini...
#AnjingPeking",1242237473159176193,OppositeXWP,[],,[],
https://twitter.com/DicalledOneng/status/1242237472781692929,2020-03-23 23:51:07+00:00,capek ngomongin covid 19 dari januari . dimana aku sebagai orang yg ce*ok pake aer sampe heran liat rang orang rebutan tissu toilet. gpp urusan mereka .,1242237472781692929,DicalledOneng,[],,[],
https://twitter.com/imskekkkk/status/1242237451088719873,2020-03-23 23:51:02+00:00,Professor Klon ada penawar covid-19,1242237451088719873,imskekkkk,[],,[],
https://twitter.com/jujuummmm/status/1242237438090567681,2020-03-23 23:50:59+00:00,Sadar ga sih efek covid-19 ini ada baiknya juga meskipun ya memang lebih banyak efek buruknya tapi kita harus ttp bersyukur bisa lihat kondisi jalanan yg agak sepi yg paling kerasa udara pagi lebih segar di hirup daripada biasanya,1242237438090567681,jujuummmm,[],,[],
https://twitter.com/frendyte_/status/1242237438069575680,2020-03-23 23:50:59+00:00,"Mendadak dokter, batuk dikit diagnosa Corona, ODP. Oflishh batuk gegara jasjus ini :(",1242237438069575680,frendyte_,[],,[],
